project_ID,NOEH
57666,0
57682,0
57716,0
57729,0
57737,0
57747,0
57792,0
57801,0
57809,0
57874,0
57906,0
57937,0
57967,0
57995,0
57999,0
58006,0
58014,0
58045,0
58089,0
58140,0
58182,0
58244,0
58252,0
58285,0
58318,1
58378,0
58410,0
58412,0
58460,0
58462,0
58487,0
58531,2
58590,0
58641,0
58647,0
58657,0
58658,0
58666,0
58703,0
58704,0
58723,0
58728,0
58745,0
58759,0
58774,0
58777,0
58803,0
58878,0
58886,1
58894,0
58908,0
58911,0
58976,0
59087,0
59091,0
59158,0
59191,0
59225,0
59238,0
59256,0
59276,0
59302,0
59318,0
59387,0
59392,0
59416,0
59430,0
59444,0
59469,0
59479,0
59492,0
59529,0
59548,0
59599,0
59600,0
59604,0
59613,0
59640,0
59645,0
59649,0
59669,0
59709,0
59757,0
59758,0
59778,0
59896,0
59907,0
59962,0
59975,0
59989,16
59999,0
60018,0
60050,0
60067,0
60072,0
60087,0
60101,0
60109,0
60112,0
60141,0
60152,0
60181,0
60195,0
60198,0
60216,0
60217,0
60219,0
60234,0
60261,0
60304,0
60309,0
60331,0
60399,0
60402,0
60409,0
60414,0
60424,0
60428,0
60462,0
60490,0
60506,0
60527,0
60529,0
60535,0
60556,0
60594,0
60630,0
60636,0
60643,0
60652,0
60671,0
60694,0
60695,0
60705,0
60736,0
60785,0
60835,0
60863,0
60896,0
60915,0
60916,0
60923,0
60929,0
60934,0
60963,0
60974,0
60993,0
61000,0
61028,0
61035,0
61044,0
61054,0
61090,0
61092,0
61114,0
61119,0
61120,0
61126,0
61131,0
61141,0
61153,0
61163,0
61170,0
61186,0
61190,0
61214,0
61217,0
61220,0
61222,0
61245,0
61262,0
61281,0
61289,0
61348,0
61363,0
61390,0
61391,0
61397,0
61432,0
61436,0
61442,0
61453,0
61460,0
61461,0
61468,0
61493,0
61535,0
61541,0
61560,0
61589,0
61597,0
61604,0
61613,0
61689,0
61691,0
61714,0
61732,0
61742,0
61743,0
61758,0
61770,0
61779,0
61789,0
61811,0
61830,0
61848,0
61862,0
61868,0
61873,0
61879,0
61947,0
61952,0
61966,0
61975,0
61980,0
61985,1
61994,0
61996,0
62020,0
62022,0
62047,0
62053,0
62054,0
62067,0
62090,0
62098,0
62146,0
62150,0
62154,0
62161,0
62165,0
62188,0
62199,0
62201,0
62220,0
62231,0
62242,0
62250,0
62251,0
62272,0
62279,0
62297,0
62300,0
62320,0
62344,0
62350,0
62355,0
62358,0
62368,0
62382,0
62385,0
62387,0
62398,0
62424,0
62431,0
62432,0
62441,0
62445,0
62447,0
62462,0
62468,0
62478,0
62480,0
62490,0
62502,0
62507,0
62513,0
62528,1
62551,0
62552,0
62564,0
62566,0
62571,0
62573,0
62587,0
62598,0
62604,0
62610,0
62673,0
62690,0
62704,0
62730,0
62734,0
62745,0
62748,0
62775,0
62794,0
62824,0
62860,0
62862,0
62868,0
62877,0
62890,0
62892,0
62906,0
62920,0
62946,0
62969,0
62975,0
62996,0
62999,0
63020,0
63038,0
63058,0
63068,0
63089,0
63103,0
63146,0
63172,0
63204,0
63205,0
63222,0
63226,0
63242,1
63251,0
63258,0
63262,0
63283,0
63286,0
63290,0
63294,0
63296,0
63315,0
63316,0
63336,0
63337,0
63352,0
63353,0
63356,0
63363,0
63398,0
63459,0
63460,0
63462,0
63468,0
63475,0
63481,0
63505,0
63510,0
63522,0
63525,0
63531,0
63536,0
63543,0
63547,0
63549,0
63556,0
63561,0
63563,0
63567,0
63591,0
63596,0
63607,0
63639,0
63671,0
63687,0
63729,0
63740,0
63742,0
63746,0
63751,0
63779,0
63790,0
63797,0
63799,0
63805,0
63808,0
63896,0
63897,0
63903,0
63926,0
63927,0
63930,0
63932,0
63938,0
63961,0
63980,0
64002,0
64010,0
64021,0
64027,0
64052,0
64078,0
64083,0
64087,0
64129,0
64181,1
64198,0
64199,0
64207,0
64218,0
64224,0
64247,0
64257,0
64271,0
64293,0
64354,0
64358,0
64369,0
64374,0
64400,0
64411,0
64451,0
64495,0
64506,0
64518,0
64519,0
64535,0
64551,0
64566,0
64588,0
64590,1
64599,0
64608,0
64612,0
64629,0
64639,0
64650,0
64653,0
64670,0
64678,0
64690,0
64696,0
64703,0
64707,0
64715,0
64726,0
64755,0
64757,0
64769,0
64771,0
64773,0
64787,0
64805,0
64828,0
64839,0
64847,0
64857,0
64865,0
64868,0
64889,0
64896,0
64903,0
64909,0
64911,0
64922,0
64932,0
64938,0
64943,0
64961,0
64977,0
64985,0
64999,0
65008,0
65010,0
65016,0
65017,0
65026,0
65034,0
65060,0
65136,0
65159,0
65184,0
65201,0
65207,0
65219,0
65222,0
65229,0
65231,0
65264,0
65274,0
65285,0
65318,0
65348,0
65353,0
65357,0
65364,0
65374,0
65376,0
65395,0
65398,0
65399,0
65410,0
65438,0
65453,0
65461,0
65464,0
65466,0
65473,0
65483,0
65487,0
65502,0
65505,0
65530,0
65570,0
65588,0
65622,0
65628,0
65668,0
65671,0
65673,0
65695,0
65696,0
65701,0
65703,0
65715,0
65720,0
65725,0
65728,0
65831,0
65832,0
65837,0
65845,0
65859,0
65900,0
65901,0
65925,0
65930,0
65963,0
65986,0
65997,0
66013,0
66024,0
66029,0
66036,0
66044,0
66057,0
66069,0
66108,0
66120,0
66146,0
66153,0
66270,0
66328,0
66342,0
66360,0
66372,0
66383,0
66399,0
66419,0
66445,0
66457,0
66475,0
66492,0
66493,0
66509,0
66519,0
66521,0
66529,0
66531,0
66537,0
66546,0
66584,0
66603,0
66607,0
66629,0
66632,0
66642,0
66676,0
66692,0
66707,0
66715,0
66717,0
66722,1
66752,0
66764,0
66808,0
66810,0
66819,0
66823,0
66826,0
66828,0
66907,0
66925,0
66936,0
66937,0
66940,0
66945,0
66982,0
66993,0
67009,0
67015,0
67033,0
67058,0
67061,0
67066,0
67073,0
67078,0
67085,0
67099,0
67117,0
67122,0
67123,0
67141,0
67148,0
67219,0
67269,0
67281,0
67284,0
67293,0
67301,0
67304,0
67305,0
67315,0
67337,0
67399,0
67421,0
67424,0
67439,1
67440,0
67453,0
67463,0
67493,0
67509,0
67531,0
67544,0
67554,0
67560,0
67567,0
67578,0
67645,0
67652,0
67653,0
67662,0
67671,0
67673,0
67678,0
67703,0
67709,0
67722,0
67740,0
67789,0
67830,0
67844,0
67858,0
67869,0
67892,0
67903,0
67914,0
67963,0
67967,1
67971,0
67972,0
67976,0
67988,0
68001,0
68009,0
68027,1
68049,0
68088,1
68096,0
68115,0
68129,0
68142,0
68156,0
68167,0
68180,0
68203,0
68231,0
68247,0
68269,0
68270,0
68279,0
68281,0
68308,0
68310,0
68318,0
68321,0
68360,0
68362,0
68400,0
68416,0
68436,0
68442,0
68451,0
68453,0
68460,0
68468,0
68479,0
68482,0
68523,0
68538,0
68540,0
68544,0
68557,0
68584,0
68599,0
68632,0
68634,0
68638,0
68644,0
68660,0
68664,1
68681,0
68685,0
68719,0
68791,0
68792,0
68826,0
68845,0
68847,0
68850,0
68866,0
68885,0
68891,0
68930,0
69011,0
69015,0
69058,0
69060,0
69115,0
69117,0
69153,0
69165,0
69188,0
69202,0
69207,0
69223,0
69226,0
69227,0
69296,0
69308,0
69318,0
69339,0
69359,0
69364,0
69416,0
69418,0
69443,0
69481,0
69484,0
69490,0
69498,0
69522,0
69539,0
69542,0
69545,0
69582,0
69600,0
69603,0
69607,0
69611,0
69684,0
69725,0
69746,1
69782,0
69804,0
69812,0
69833,0
69844,0
69872,0
69896,0
69907,0
69913,0
69936,0
69971,0
70002,0
70056,0
70082,0
70092,0
70097,0
70217,0
70293,0
70305,0
70308,0
70352,0
70406,0
70413,0
70436,0
70449,0
70489,0
70494,0
70569,0
70587,0
70593,0
70600,0
70604,0
70607,0
70670,0
70685,0
70691,0
70707,0
70713,0
70744,0
70751,0
70758,0
70812,0
70831,0
70850,0
70854,0
70856,0
70857,0
70863,0
70864,0
70877,0
70882,0
70886,0
70911,0
70933,0
70955,0
70984,0
70991,1
71005,0
71011,0
71027,2
71029,0
71040,0
71041,0
71056,0
71058,0
71083,0
71100,0
71168,0
71218,0
71223,0
71275,0
71285,0
71297,0
71314,0
71346,0
71347,0
71351,0
71358,0
71371,0
71375,0
71379,0
71388,0
71389,0
71460,0
71492,0
71500,0
71512,0
71524,0
71535,0
71550,0
71565,0
71576,0
71595,0
71596,0
71605,0
71608,0
71625,0
71633,0
71640,0
71711,0
71721,0
71745,0
71760,0
71778,0
71783,0
71804,0
71806,0
71813,0
71830,0
71861,0
71865,9
71892,0
71907,0
71930,0
71947,0
71950,0
71977,0
71995,0
72018,0
72040,0
72041,0
72054,0
72098,0
72119,0
72139,0
72146,0
72152,0
72173,0
72195,0
72205,0
72207,0
72262,0
72290,0
72295,0
72324,0
72335,0
72375,0
72380,0
72382,0
72386,0
72410,0
72415,0
72421,0
72438,0
72493,0
72500,0
72508,0
72512,0
72521,1
72530,0
72555,6
72573,1
72617,0
72644,4
72667,0
72721,0
72735,0
72753,0
72761,0
72767,0
72768,0
72781,0
72792,0
72832,0
72883,0
72911,0
72921,0
72946,0
72983,0
72986,0
72989,0
73012,0
73045,0
73056,0
73092,0
73116,0
73133,0
73143,0
73203,0
73207,0
73225,0
73242,0
73276,0
73281,0
73283,0
73287,0
73328,0
73339,0
73358,0
73385,0
73386,0
73389,0
73403,0
73459,0
73470,0
73535,0
73545,0
73560,0
73602,0
73628,0
73666,0
73677,0
73751,0
73758,0
73779,0
73797,0
73798,0
73828,0
73877,0
73896,0
73908,0
73917,0
73923,0
73931,0
73992,0
73997,0
74006,0
74017,0
74042,0
74129,0
74153,0
74156,0
74173,0
74215,0
74227,0
74229,0
74255,0
74395,0
74401,0
74427,0
74439,0
74447,0
74458,0
74465,0
74479,0
74485,0
74499,0
74502,0
74515,0
74519,0
74522,0
74529,0
74535,0
74561,0
74571,0
74637,0
74638,0
74639,0
74645,0
74654,0
74666,0
74673,0
74707,0
74709,1
74714,0
74721,0
74723,0
74792,0
74804,0
74810,0
74846,0
74858,0
74860,0
74868,0
74897,0
74900,0
74913,0
74937,0
75016,0
75017,1
75047,0
75069,0
75092,0
75164,0
75172,0
75187,0
75195,0
75203,0
75211,2
75229,0
75248,0
75251,0
75287,0
75404,0
75452,0
75454,0
75460,0
75481,0
75485,0
75523,0
75614,0
75623,0
75627,0
75645,0
75683,0
75807,0
75813,0
75877,0
75878,0
75930,0
75932,0
75933,0
75966,0
75986,0
75998,0
76027,0
76040,0
76081,0
76090,0
76108,0
76124,0
76125,0
76145,0
76167,0
76180,0
76226,0
76235,0
76288,0
76315,0
76338,0
76348,0
76349,0
76350,0
76449,0
76522,0
76598,0
76614,2
76621,0
76648,0
76656,0
76662,0
76667,0
76677,0
76684,0
76703,0
76711,0
76721,0
76741,0
76749,0
76774,0
76793,0
76796,0
76841,0
76853,0
76862,0
76877,0
76921,0
76925,0
76930,0
76935,0
76962,0
76972,0
76979,0
76997,0
77025,0
77054,0
77096,0
77121,0
77122,0
77135,0
77158,0
77205,0
77209,0
77214,0
77219,0
77220,0
77224,0
77225,0
77249,0
77273,0
77278,0
77280,0
77289,0
77320,0
77321,0
77380,0
77382,0
77383,0
77386,0
77405,0
77414,0
77442,0
77464,0
77474,0
77478,0
77510,0
77512,0
77518,0
77538,0
77565,0
77669,0
77678,0
77705,0
77708,0
77716,0
77720,0
77750,0
77764,0
77778,0
77784,0
77803,0
77808,0
77815,0
77842,0
77854,0
77864,0
77902,0
77904,0
77909,0
77911,0
77940,0
77947,0
77969,0
77978,0
77994,0
78000,0
78025,0
78026,0
78031,0
78039,0
78053,0
78054,0
78063,0
78069,0
78125,0
78137,0
78150,0
78164,0
78168,0
78170,0
78177,0
78200,0
78246,0
78273,0
78305,0
78306,0
78310,0
78313,0
78317,0
78323,0
78327,0
78330,0
78350,0
78356,0
78366,0
78379,0
78390,0
78410,0
78418,0
78419,0
78451,0
78453,0
78454,0
78455,0
78456,0
78457,0
78461,0
78468,0
78475,0
78512,0
78558,0
78567,0
78582,0
78596,0
78600,0
78605,0
