project_ID,H3
17990,0
18014,1
18045,0
18149,0
18230,0
18237,0
19079,0
19349,0
19382,0
19839,0
19878,0
20687,0
20786,0
21442,0
21662,0
21959,6
22367,0
23162,1
23333,0
24421,0
24422,0
24754,0
24901,0
26641,6
26695,1
27074,0
27189,0
27369,0
27421,0
28000,0
28602,0
28920,0
28981,3
29004,0
29302,0
29780,3
29875,1
30036,1
30071,0
30139,3
30219,0
30650,0
30980,0
31263,0
31298,0
31367,0
31510,0
31559,3
31590,3
31736,0
31742,0
31754,0
31938,3
32102,0
32123,0
32246,0
32453,3
32670,3
32841,15
33097,0
33150,1
33159,0
33318,0
33326,0
33607,0
33830,1
33888,0
34024,0
34084,0
34134,0
34399,0
34413,0
34614,0
34654,0
34675,0
34821,1
34839,0
35022,0
35059,0
35070,0
35163,0
35169,0
35180,0
35249,3
35252,0
35287,0
35311,0
35348,2
35403,0
35437,0
35451,0
35466,1
35470,0
35550,0
35755,3
35786,0
35830,0
35994,0
36085,3
36106,0
36216,0
36219,0
36267,0
36298,0
36448,0
36526,0
36553,0
36836,0
36977,0
37042,0
37197,0
37247,0
37325,0
37369,0
37439,0
37566,0
37601,0
37658,0
37660,3
37811,0
37972,1
38113,0
38160,0
38173,0
38758,0
39019,1
39137,0
39239,0
39590,0
39694,0
39721,0
39743,0
39785,0
39852,5
39906,1
39907,0
39928,3
39950,0
39960,0
40018,0
40105,0
40123,0
40208,0
40223,5
40353,0
40359,0
40366,0
40412,0
40418,0
40533,0
40767,0
40778,0
40991,0
41016,0
41028,0
41077,0
41186,0
41246,0
41291,0
41332,0
41336,0
41390,0
41454,0
41455,0
41527,0
41557,0
41567,0
41657,0
41677,0
42702,0
42721,0
42723,0
42763,0
42777,0
42867,0
42900,0
42924,0
42930,0
43097,0
43187,0
43332,0
43348,0
43368,0
43474,0
43543,0
43546,0
43638,0
43639,0
43646,0
43712,0
43959,0
44045,0
44106,0
44114,0
44348,3
44435,3
44448,3
44474,0
44543,0
44700,0
44738,0
44740,3
44749,3
44984,0
45089,5
45103,0
45231,0
45232,0
45271,0
45307,0
45500,0
45640,0
45645,0
45718,0
45911,0
45917,1
45932,1
45948,0
46029,1
46036,0
46062,0
46168,0
46422,0
46613,0
46740,0
46859,0
46948,0
46962,0
46980,0
47005,0
47325,0
47330,0
47355,0
47652,0
47680,0
47688,5
47806,0
47948,0
48006,0
48102,0
48346,0
48587,0
48679,0
48839,0
48852,0
48893,0
49023,0
49181,0
49369,0
49603,12
49724,0
49739,6
49772,0
49810,0
49951,3
50321,1
50440,0
50443,0
50493,1
50579,0
50672,0
50725,0
50820,5
50868,0
51037,0
51061,0
51110,4
51176,0
51225,0
51226,0
51238,0
51314,0
51443,5
51491,0
51535,0
51543,0
51670,5
51681,0
51777,0
51850,0
51949,5
51998,0
52206,0
52290,5
52414,0
52551,1
52647,4
52741,0
52910,0
52960,5
53102,0
53209,0
53215,1
53217,1
53445,0
53548,0
53565,0
53570,2
53732,0
53816,0
53823,0
53870,1
53873,2
53998,0
54002,5
54275,0
54439,0
54484,2
54801,0
55351,4
55526,0
55546,1
55560,0
55595,0
55660,0
55689,0
55847,0
55882,0
55885,0
55917,0
55926,0
55941,0
55966,1
56015,0
56137,0
56246,5
56356,0
56381,0
56416,6
56430,0
56533,0
56555,0
56785,0
56890,0
56903,0
57112,0
57202,3
57411,0
57480,0
57501,0
57560,0
57571,0
57652,0
57661,0
57666,0
57682,0
57728,0
57737,3
57809,3
57886,0
57937,0
58045,3
58089,0
58140,15
58182,0
58285,5
58318,0
58378,0
58657,3
58878,0
58886,0
59238,0
59276,0
59302,0
59416,1
59444,0
59469,12
59613,0
59669,0
59778,0
60018,0
60087,0
60101,0
60112,0
60141,0
60219,0
60330,0
60402,0
60409,0
60428,3
60490,0
60527,3
60535,0
60594,0
60671,0
60785,0
60863,0
60934,0
61000,0
61028,0
61090,0
61092,3
61114,3
61163,0
61186,6
61190,0
61217,0
61220,0
61222,0
61262,15
61277,0
61391,0
61432,0
61493,0
61541,11
61597,0
61689,1
61691,0
61732,0
61758,0
61789,0
61862,0
61868,0
61873,6
61947,0
61985,0
62054,0
62067,0
62150,0
62161,0
62199,0
62220,0
62250,0
62272,0
62279,0
62300,0
62358,0
62382,0
62385,0
62387,0
62398,0
62424,0
62431,0
62432,0
62507,0
62528,0
62587,0
62598,0
62690,5
62730,0
62745,0
62794,0
62860,8
62868,0
62890,0
62906,0
62969,0
62996,0
62999,5
63038,0
63103,0
63146,0
63172,0
63205,0
63226,0
63251,0
63294,0
63315,1
63363,0
63398,0
63468,0
63481,2
63505,0
63510,0
63522,0
63525,0
63549,0
63567,0
63591,0
63639,0
63671,0
63729,0
63746,5
63751,0
63779,0
63903,0
63930,0
63932,0
63938,0
63961,2
63980,0
64027,0
64083,0
64087,0
64181,0
64198,0
64199,0
64247,0
64358,5
64451,0
64506,0
64535,0
64566,0
64590,0
64599,11
64612,0
64696,0
64703,0
64771,1
64828,0
64839,0
64889,0
64909,0
64943,0
64961,0
65008,0
65017,0
65060,0
65229,0
65231,8
65348,0
65357,3
65376,0
65395,1
65399,8
65453,0
65464,0
65502,0
65628,0
65668,0
65725,1
65832,0
65900,0
65930,0
65963,0
66029,0
66108,3
66383,0
66419,0
66445,0
66537,0
66676,0
66702,0
66722,0
66752,10
66819,0
66828,0
66940,0
66993,5
67061,0
67066,3
67073,3
67148,0
67315,0
67337,0
67399,0
67421,3
67439,0
67673,0
67678,0
67789,0
67830,0
68049,1
68115,0
68129,0
68142,0
68156,0
68167,0
68231,0
68362,0
68416,0
68460,0
68523,0
68632,0
68634,0
68664,0
68719,0
68826,0
69227,28
69318,0
69418,0
69443,0
69522,0
69542,0
69600,6
69611,0
69725,0
69782,0
69804,1
69812,1
69872,0
69896,0
70056,3
70092,0
70217,0
70293,0
70308,0
70428,0
70593,1
70607,0
70713,0
70758,15
70955,0
71011,0
71027,2
71041,29
71058,0
71285,0
71375,0
71492,0
71500,0
71535,2
71550,0
71625,0
71633,3
71640,1
71711,6
71778,0
71830,0
71865,1
71950,4
71977,1
72054,0
72146,0
72152,4
72290,0
72324,0
72382,0
72415,0
72521,0
72555,0
72573,4
72883,4
72946,1
72986,0
73045,0
73056,0
73143,0
73207,0
73287,0
73358,0
73470,0
73535,9
73751,0
73798,0
73931,2
73992,0
73997,0
74042,0
74156,0
74173,0
74465,0
74571,0
74645,1
74714,0
74721,0
74804,0
74858,2
75187,0
75195,13
75203,0
75287,0
75452,0
75485,0
75813,0
75877,0
75932,0
75933,0
75998,2
76090,0
76108,2
76167,0
76235,2
76315,0
76319,0
76342,1
76522,0
76614,2
76656,0
76703,0
76796,0
76853,4
76930,0
77121,1
77135,2
77209,0
77214,0
77220,3
77289,1
77320,2
77321,2
77442,0
77678,0
77764,3
77803,1
77808,0
77909,0
77911,0
77947,1
77978,0
77994,0
78000,0
78039,0
78054,0
78069,0
78150,0
78246,0
78310,0
78313,0
78323,0
78350,0
78419,0
78451,0
78453,0
78454,0
78456,0
78457,0
78461,0
78582,0
78596,0
78600,0
78605,0
78615,0
78723,0
78757,0
78801,0
78821,0
78856,0
78876,0
78881,0
78882,0
78894,0
78896,0
78897,0
78939,0
78948,0
78949,0
79004,0
79082,0
79088,0
79120,0
79165,1
79217,0
79280,4
79298,0
79358,0
79373,0
79393,13
79451,2
79464,1
79519,16
79550,2
79553,0
79586,0
79669,3
79671,3
79717,3
79740,2
79782,13
79889,0
79898,1
79910,0
79928,0
79931,0
80048,0
80080,0
80085,0
80124,0
80195,0
80306,1
80380,13
80443,6
80452,0
80528,0
80788,0
80799,0
80899,0
80902,0
80947,0
80956,4
81026,0
81038,0
81045,0
81075,4
81095,13
81101,0
81149,0
81225,0
81241,1
81306,0
81312,0
81338,0
81369,0
81406,0
81500,0
81775,11
81819,0
81821,0
81827,0
81844,0
81883,0
81918,13
81943,0
82001,0
82012,0
82033,0
82039,1
82086,0
82091,0
82094,0
82098,0
82147,13
82188,13
82271,0
82294,0
82458,0
82491,0
82641,4
82701,0
82742,0
82754,2
82806,0
82827,0
82836,0
82839,8
83854,0
83967,0
83971,0
84016,0
84026,13
84082,2
84123,0
84388,0
84437,0
84442,0
84474,4
84506,2
84533,0
84599,0
84610,0
84654,0
84656,3
84694,0
84711,0
84834,2
84887,0
84933,4
84961,0
84966,12
85145,0
85207,0
85219,0
85270,29
85327,0
85450,12
85457,26
85485,0
85570,0
85595,13
85630,0
85666,0
85686,0
85723,2
85728,0
85729,0
85759,0
85812,1
85832,0
85847,0
85849,0
85913,0
85950,0
85994,13
86012,0
86021,0
86042,5
86123,3
86142,0
86183,0
86186,0
86207,3
86208,3
86210,0
86216,0
86221,0
86224,0
86228,5
86249,0
86252,15
86264,4
86284,6
86293,3
86307,0
86315,5
86322,13
86326,3
86334,5
86335,5
86340,0
86352,0
86372,0
86426,0
86443,3
86455,0
86462,0
86469,0
86470,0
86501,13
86503,0
86504,0
86566,4
86569,0
86582,0
86622,0
86718,0
86749,0
86762,3
86805,0
86840,6
86851,8
86877,0
86901,5
86962,3
87032,0
87087,1
87096,13
87112,0
87116,5
87150,0
87157,1
87176,0
87185,5
87191,0
87203,5
87253,0
87276,0
87277,0
87284,5
87287,0
87300,2
87328,0
87334,0
87337,5
87344,0
87350,0
87372,0
87392,3
87394,3
87403,0
87407,13
87441,5
87462,0
87482,0
87485,0
87491,3
87528,0
87586,0
87590,13
87591,0
87632,0
87634,0
87651,0
87664,0
87696,0
87721,0
87763,0
87802,13
87844,1
87879,0
87885,0
87896,0
87937,0
87942,0
87955,0
87962,5
87980,0
87986,3
88034,0
88062,0
88105,0
88136,0
88177,0
88211,0
88229,0
88256,0
88295,0
88310,0
88313,0
88327,0
88351,0
88387,0
88390,0
88396,13
88404,0
88409,0
88417,3
88454,0
88461,13
88462,13
88477,0
88478,2
88483,2
88548,0
88554,0
88598,0
88618,0
88620,0
88637,13
88664,13
88716,15
88721,0
88733,0
88746,0
88758,0
88772,0
88773,0
88835,1
88863,0
88874,13
88900,13
88903,0
88927,0
88931,0
88937,0
88956,0
89014,0
89026,13
89056,0
89077,0
89141,0
89142,0
89146,0
89183,0
89261,3
89410,0
89433,0
89434,0
89500,0
89518,0
89539,0
89554,0
89586,2
89618,0
89627,0
89666,0
89675,0
89676,0
89733,0
89739,0
89757,0
89800,0
89848,0
89867,0
89873,0
89881,0
89892,3
89903,0
89942,0
89946,0
89949,3
89995,0
89998,0
90052,0
90055,0
90077,20
90083,0
90085,1
90148,0
90238,1
90266,0
90312,0
90393,0
90394,0
90416,0
90429,0
90452,0
90483,0
90504,0
90505,4
90528,0
90549,0
90572,0
90577,0
90594,0
90628,0
90677,0
90721,0
90729,0
90742,1
90773,0
90844,0
90877,6
90908,0
90927,0
90938,13
90965,0
90982,5
91019,0
91046,0
91067,0
91100,0
91104,0
91136,5
91172,0
91225,0
91239,0
91249,0
91255,0
91267,0
91278,0
91319,0
91334,0
91352,0
91356,0
91373,0
91379,0
91440,0
91479,0
91483,0
91495,0
91560,5
91577,0
91602,0
91609,0
91617,0
91647,0
91648,9
91659,0
91677,0
91687,0
91701,0
91725,0
91737,0
91750,0
91752,0
91777,5
91854,0
91888,0
91890,0
91902,0
91910,0
91920,0
91963,0
91966,4
91970,5
91993,0
92029,0
92051,13
92071,0
92082,0
92147,2
92157,0
92218,0
92227,0
92235,0
92284,5
92292,0
92321,5
92324,9
92341,0
92343,1
92408,5
92427,0
92428,0
92433,5
92453,5
92454,0
92482,4
92526,0
92532,0
92535,0
92539,3
92559,0
92572,2
92603,0
92607,0
92616,1
92652,0
92660,0
92661,0
92662,0
92681,0
92687,0
92689,5
92694,0
92695,11
92774,0
92813,0
92825,0
92832,9
92848,0
92849,0
92853,0
92869,0
92880,0
92895,0
92902,4
92966,0
92988,0
92989,3
92998,3
93037,0
93038,3
93043,13
93146,0
93190,0
93210,0
93227,0
93243,0
93261,29
93262,15
93280,0
93298,0
93302,0
93311,0
93355,0
93363,0
93433,0
93447,0
93448,0
93471,1
93477,0
93489,0
93508,0
93651,0
93704,0
93731,0
93826,13
93857,5
93931,0
93943,4
94010,0
94019,0
94036,6
94128,2
94137,5
94174,0
94186,8
94189,0
94190,0
94208,0
94223,5
94287,0
94296,0
94309,0
94320,0
94331,0
94335,4
94338,0
94342,0
94344,13
94355,0
94434,0
94491,0
94495,0
94504,0
94512,0
94525,0
94527,0
94675,0
94686,0
94698,0
94771,0
94772,0
94809,0
94831,0
94967,0
95011,0
95029,4
95046,0
95049,0
95056,3
95064,0
95081,0
95088,0
95103,0
95175,0
95212,0
95233,0
95249,0
95284,0
95291,0
95304,0
95316,0
95359,0
95428,0
95433,0
95438,0
95470,0
95482,0
95499,3
95508,0
95513,0
95524,0
